aphiaID,scientificName,n_events
377234,Gayliella flaccida,17
478763,Typhlotanais plebejus,17
668195,Vertebrata thuyoides,17
729901,Wellsopsyllus (Wellsopsyllus) gigas,17
1062549,Adyte hyalina,17
111,Fissurellidae,16
132,Epitoniidae,16
218,Lucinidae,16
100989,Phellia gausapata,16
101546,Haustorius,16
101675,Maera,16
101831,Caprella erethizon,16
101957,Haploops tenuis,16
102040,Leptocheirus pilosus,16
103456,Didemnum,16
105891,Raja undulata,16
106414,Cyclopinidae,16
107649,Pandalus borealis,16
110378,Bodotriidae,16
110479,Diastylis goodsiri,16
110612,Leucon (Crymoleucon) tener,16
110942,Microporella,16
111262,Euginoma vermiformis,16
112154,Fissurina,16
112972,Bolivina difformis,16
113085,Cassidulina teretis,16
114064,Miliammina fusca,16
114298,Ammoglobigerina globigeriniformis,16
115330,Arenosetella,16
115482,Tachidiella,16
115485,Zosime,16
115597,Pseudameira crassicornis,16
116347,Paraleptastacus holsaticus,16
116806,Scottopsyllus (Intermediopsyllus) intermedius,16
117881,Diphasia nigra,16
118280,Arcturidae,16
118973,Sphaeroma serratum,16
124535,Parastichopus tremulus,16
126961,Centrolabrus exoletus,16
129285,Euphrosine,16
129373,Eunereis,16
129427,Owenia,16
129451,Nereiphylla,16
129748,Macrochaeta polyonyx,16
130903,Euchone analis,16
131670,Hemiasterellidae,16
131673,Polymastiidae,16
132970,Iophon hyndmani,16
133928,Oscarella lobularis,16
135073,Caryophylliidae,16
136019,Aspidosiphon,16
136246,Pseudotanais,16
136381,Paranarthrura insignis,16
138310,Pandora,16
138930,Troschelia berniciensis,16
140085,Hedylopsis spiculifera,16
141247,Alvania subsoluta,16
144012,Jania,16
144060,Arthrocladia,16
144549,Ceramium gaditanum,16
144571,Compsothamnion decompositum,16
145457,Pilinia rimosa,16
146738,Brania pusilla,16
152220,Donax variegatus,16
157381,Euphrosine cirrata,16
180823,Acanthomenia arcuata,16
181259,Ennucula corbuloides,16
183124,Diastylis hastata,16
326063,Tubularia,16
488965,Nototropis smitti,16
500421,Wildemania miniata,16
527968,Rectoglandulina,16
535458,Adna anglica,16
724242,Halectinosoma chrystali,16
1333554,Leptosiphonia fibrata,16
1,NA,15
59,Leptochitonidae,15
889,Spionida,15
1071,Malacostraca,15
1609,Lafoeidae,15
100667,Halcampidae,15
101981,Paramphilochoides intermedius,15
102261,Echinogammarus marinus,15
102607,Lysianassa insperata,15
105766,Raja,15
106437,Cyclopina,15
106876,Cancer,15
107205,Lithodes maja,15
107469,Nepinnotheres pinnotheres,15
107615,Palaemon longirostris,15
111362,Carbasea carbasea,15
111516,Escharina dutertrei,15
111578,Tessaradoma boreale,15
113070,Stainforthia fusiformis,15
113869,Halyphysema tumanowiczii,15
114021,Scherochorella moniliformis,15
114899,Arhodeoporus gracilipes,15
115930,Bulbamphiascus imus,15
115978,Protopsammotopa norvegica,15
116861,Pseudobradya beduina beduina,15
117299,Gymnangium montagui,15
117381,Laomedea exigua,15
117426,Clava multicornis,15
117561,Euphysa aurata,15
117874,Amphisbetia operculata,15
118917,Limnoria lignorum,15
122419,Tetrastemma,15
126224,Hippocampus,15
129483,Bylgides,15
129648,Brania,15
129782,Ampharete petersenae,15
129800,Lysippe labiata,15
129920,Phyllochaetopterus socialis,15
129951,Chaetozone caputesocis,15
130142,Goniada pallida,15
130297,Isocirrus planiceps,15
130800,Lepidonotus clava,15
131002,Hydroides elegans,15
131470,Xenosyllis scabra,15
134167,Paratimea constellata,15
136185,Apseudes,15
136373,Agathotanais ingolfi,15
136454,Leptognathia zezinae,15
137574,Tubificoides diazi,15
137614,Aclis,15
138332,Petricola,15
138646,Timoclea,15
138804,Armina loveni,15
139134,Cadlina laevis,15
139163,Graphis albida,15
139908,Facelina bostoniensis,15
140168,Lacuna pallidula,15
140700,Cyclopecten hoskynsi,15
141735,Tritonia lineata,15
144827,Laurencia obtusa,15
144990,Pseudolithoderma extensum,15
145020,Chaetomorpha aerea,15
148604,Apocorophium acutum,15
150256,Haliclona (Haliclona) urceolus,15
152389,Hauchiella tribullata,15
168587,Mycale (Carmia) macilenta,15
171358,Craniella zetlandica,15
182805,Palio,15
256154,Microcharon harrisi,15
331959,Sosane wireni,15
341077,Chirimia biceps biceps,15
349407,Bradya scotti,15
574337,Leiochonini,15
1307786,Platytyphlops semiornatus,15
119,Littorinidae,14
1076,Cladocera,14
11725,Sepiolidae,14
100950,Hormathia coronata,14
101705,Westwoodilla,14
101721,Parametaphoxus,14
101897,Ampelisca eschrichtii,14
102280,Gammarus insensibilis,14
106039,Balanomorpha,14
106544,Metacyclopina brevisetosa,14
106926,Macropipus,14
107258,Dromia personata,14
110510,Hemilamprops assimilis,14
110941,Fenestrulina,14
111558,Smittina landsborovii,14
111807,Pedicellina hispida,14
113110,Pullenia bulloides,14
115263,Cletodes,14
115264,Enhydrosoma,14
115345,Pseudobradya,14
115397,Paraleptastacus,14
115422,Paramesochra,14
115763,Acrenhydrosoma perplexum,14
117544,Eudendrium capillare,14
118954,Lekanesphaera levii,14
125606,Syngnathidae,14
126904,Lesueurigobius friesii,14
127419,Capros aper,14
129435,Paraonis,14
129475,Adyte,14
130344,Aglaophamus malmgreni,14
130506,Ophelina minima,14
130657,Nereiphylla paretti,14
130815,Malmgreniella ljungmani,14
130969,Sabella spallanzanii,14
130991,Filogranula calyculata,14
131145,Polydora hermaphroditica,14
131422,Syllis columbretensis,14
131528,Polycirrus haematodes,14
131950,Hymedesmia,14
133974,Stelletta grubii,14
135322,Haliclystus auricula,14
137413,Grania maricola,14
137630,Aeolidia,14
138529,Arcopagia,14
138752,Pododesmus squama,14
138791,Asperarca nodulosa,14
139453,Cuspidaria rostrata,14
139805,Eulima glabra,14
140270,Loligo forbesii,14
140306,Katadesmia cuneata,14
140561,Neomenia dalyelli,14
140669,Simnia patula,14
140894,Pulsellum teres,14
140918,Chrysallida interstincta,14
141738,Tritonia plebeia,14
144048,Kallymenia,14
144293,Blidingia,14
145076,Rhizoclonium tortuosum,14
145657,Gymnogongrus griffithsiae,14
145852,Rhodymenia delicatula,14
146743,Caecum imperforatum,14
149916,Sarsameira exilis,14
150088,Zosimeidae,14
150239,Clathrina lacunosa,14
152312,Altenaeum dawsoni,14
152336,Scolelepis (Parascolelepis),14
178738,[unassigned] Enteropneusta,14
181261,Bathyspinula subexcisa,14
182615,Procampylaspis ommidion,14
238179,Proceraea scapularis,14
390171,Tryphosella lowryi,14
423154,Arachnidium simplex,14
467497,Ennucula granulosa,14
478773,Typhlotanais trispinosus,14
578333,Harmothoe fernandi,14
729904,Wellsopsyllus (Scottopsyllus),14
1027787,Melanothamnus harveyi,14
1264229,Aplysilla rubra,14
191,Facelinidae,13
14629,Galeommatoidea,13
100777,Sagartiogeton,13
101720,Metaphoxus,13
102251,Gammarellus angulosus,13
102371,Gammaropsis sophiae,13
103131,Metopa propinqua,13
103367,Oikopleura,13
103911,Polycarpa pseudoalbatrossi,13
110349,Echiuridae,13
110447,Cyclaspoides sarsi,13
110496,Diastyloides scaber,13
110515,Hemilamprops uniplicatus,13
110602,Makrokylindrus (Adiastylis) longicaudatus,13
110892,Cribrilina,13
111265,Buskea dichotoma,13
111341,Puellina setosa,13
111380,Haplopoma impressum,13
111486,Escharella klugei,13
112890,Cibicidoides wuellerstorfi,13
113201,Fissurina danica,13
113207,Fissurina marginata,13
115420,Leptopsyllus,13
115530,Ameiropsis brevicornis,13
115820,Stenocaris kliei,13
116371,Longipedia minor,13
116650,Tachidiopsis cyclopoides,13
118277,Sphaeromatidae,13
119870,Leptomysis,13
120214,Siriella jaltensis,13
123990,Asterina phylactica,13
124639,Ocnus brunneus,13
125371,Acanella arbuscula,13
129288,Fauveliopsis,13
129468,Synelmis,13
130228,Lumbrinerides acuta,13
130633,Eulalia parva,13
130794,Lepidasthenia argus,13
131102,Spinther oniscoides,13
132037,Stelligera,13
134324,Timea fasciata,13
135205,Fungiacyathus (Bathyactis) marenzelleri,13
135306,Aurelia aurita,13
136233,Tanaopsis,13
136305,Leviapseudes hanseni,13
137351,Lumbricillus,13
137358,Paranais,13
137593,Glossobalanus,13
137650,Anomia,13
137710,Neptunea,13
138042,Okenia,13
138140,Lomanotus,13
140105,Panomya norvegica,13
140186,Iothia fulva,13
140447,Dacrydium ockelmanni,13
140958,Eulimella ventricosa,13
141165,Alvania cancellata,13
142062,Leptoplanidae,13
143661,Acrochaetiaceae,13
144102,Hincksia,13
144431,Porphyra linearis,13
144690,Ptilothamnion sphaericum,13
144702,Spermothamnion repens,13
145950,Blidingia minima,13
147470,Spongomorpha arcta,13
154917,Sabellinae,13
169461,Myxilla (Myxilla) fimbriata,13
179053,Lamprothamnium papulosum,13
182641,Schizocuma spinoculatum,13
232052,Larus michahellis,13
234163,Axinulus brevis,13
333778,Laubieriopsis cabiochi,13
371035,Rhodymenia coespitosella,13
444382,Lophozozymus incisus,13
724247,Emertonia holsatica holsatica,13
222,Lasaeidae,12
226,Galeommatidae,12
1781,Semelidae,12
10193,Elasmobranchii,12
22610,Oenonidae,12
101378,Dexaminidae,12
101581,Idunella,12
101653,Socarnes,12
101853,Caprella tuberculata,12
102000,Ampithoe ramondi,12
102943,Halicoides tertia,12
102956,Harpinia abyssi,12
103459,Lissoclinum,12
103504,Perophora,12
103643,Aplidium elegans,12
107703,Palinurus elephas,12
110581,Procampylaspis armata,12
110734,Candidae,12
110775,Smittinidae,12
110868,Tricellaria,12
110966,Escharoides,12
111190,Amphiblestrum solidum,12
111332,Puellina modica,12
111522,Schizobrachiella sanguinea,12
112162,Elphidium,12
113363,Ioanella tumidula,12
114165,Lagenammina difflugiformis,12
115984,Pseudamphiascopsis herdmani,12
116438,Paramesochra mielkei,12
117059,Corymorpha,12
117237,Thuiaria,12
117393,Orthopyxis integra,12
117555,Eudendrium ramosum,12
117900,Sertularella fusiformis,12
118263,Munnidae,12
118288,Anthura,12
118497,Calathura brachiata,12
119906,Siriella,12
120144,Paramysis arenosa,12
124612,Cucumaria frondosa,12
124933,Ophiura robusta,12
126505,Gasterosteus aculeatus,12
126754,Gymnammodytes semisquamatus,12
129417,Travisia,12
129550,Saccocirrus,12
129598,Ephesiella,12
129989,Ctenodrilus serratus,12
130252,Lumbrineris pseudofragilis,12
130356,Nephtys ciliata,12
130677,Phyllodoce madeirensis,12
130797,Lepidasthenia maculata,12
131336,Parapionosyllis brevicirra,12
131340,Parapionosyllis minuta,12
131655,Hymedesmiidae,12
134714,Anoplodactylus angulatus,12
137057,Gavia,12
137829,Raphitoma,12
137871,Scaphander,12
138438,Rissoella,12
138451,Onoba,12
138800,Bathyarca philippiana,12
139229,Comarmondia gracilis,12
139352,Pleurotomella packardii,12
139840,Melanella frielei,12
140002,Cadulus cylindratus,12
140255,Limopsis minuta,12
140750,Philine denticulata,12
140843,Poromya granulata,12
140847,Pristigloma nitens,12
141546,Solen marginatus,12
145765,Nemalion elminthoides,12
147110,Polygireulima,12
156073,Echinozone arctica,12
164811,Demospongiae,12
176043,Naidinae,12
178811,Oestergrenia thomsonii,12
181604,Atlantocuma (Atlantocuma) tenue,12
182769,Armeria maritima,12
231749,Ruditapes decussatus,12
334518,Phylo nudus,12
473658,Paranarthrurella voeringi,12
478765,Typhlotanais proctagon,12
534160,Emertonia paraholsatica,12
549166,Glabrotelson,12
723366,Paranarthrurella arctophylax,12
979,Sabellariidae,11
1248,Ctenophora,11
1605,Aglaopheniidae,11
10329,Scorpaeniformes,11
15009,Pilargidae,11
100906,Nematostella vectensis,11
101436,Phtisica,11
101501,Nototropis,11
102763,Tryphosella minima,11
103020,Pleusymtes glaber,11
103642,Aplidium densum,11
106922,Carcinus,11
108336,Processa edulis crassipes,11
110415,Campylaspis,11
111181,Nordgaardia pusilla,11
111508,Hemicyclopora polita,11
111550,Smittina bella,11
111587,Umbonula ovicellata,11
111652,Farrella repens,11
111703,Crisia ramosa,11
111744,Oncousoecia diastoporides,11
111800,Barentsia benedeni,11
111808,Pedicellina nutans,11
112668,Quinqueloculina pygmaea,11
112877,Cibicides refulgens,11
112999,Bolivinellina pseudopunctata,11
113195,Favulina melo,11
113334,Epistominella exigua,11
115401,Leptopontia,11
115589,Proameira hiddensoensis,11
116140,Pseudobradya minor,11
116146,Pseudobradya pulchella,11
116322,Pseudonychocamptus proximus,11
116364,Syrticola flandricus,11
116633,Idyanthe pusilla,11
116638,Idyellopsis typica,11
117029,Campanularia,11
118264,Munnopsidae,11
118385,Paramunna,11
119863,Heteromysis,11
123390,Strongylocentrotus,11
123481,Leptopentacta,11
123604,Ophiopsila,11
124645,Ocnus lacteus,11
124672,Thyone inermis,11
124860,Ophiocten sericeum,11
124978,Ophiacantha bidentata,11
126281,Anguilla anguilla,11
126426,Engraulis encrasicolus,11
127719,Philomedes globosus,11
129124,Siboglinum pholidotum,11
129236,Dysponetus,11
129261,Dorvillea,11
129513,Protodriloides,11
129524,Branchiomma,11
129986,Cossura soyeri,11
130329,Proclymene muelleri,11
130517,Naineris quadricuspida,11
130719,Acanthicolepis asperrima,11
130923,Jasmineira schaudinni,11
131058,Vermiliopsis infundibulum,11
131593,Clathrinida,11
131658,Myxillidae,11
132796,Haliclona (Gellius) fibulata,11
134331,Timea stellifasciata,11
134687,Nymphon gracile,11
135220,Scyphozoa,11
136359,Leptognathioides polita,11
138259,Nuculana,11
140029,Ancula gibbosa,11
140104,Hiatella rugosa,11
143856,Pterothamnion,11
144426,Porphyra dioica,11
144462,Derbesia marina,11
144494,Aglaothamnion feldmanniae,11
145075,Rhizoclonium riparium,11
145092,Codium tomentosum,11
145626,Gigartina pistillata,11
146316,Hildenbrandiales,11
150521,Achelia hispida,11
157019,Graneledone verrucosa,11
166637,Haliclona (Rhizoniera) rosea,11
181997,Diastyloides atlanticus,11
182283,Eudorella aequiremis,11
182495,Cumella (Cumella) divisa,11
237596,Leptognathiidae,11
254690,Oridorsalis umbonatus,11
327919,Eusthenelais hibernica,11
334841,Spirorbis (Spirorbis) rupestris,11
359891,Paraleptastacus spinicaudus,11
365663,Emertonia coelebs,11
388029,Grania vikinga,11
411040,Athenaria,11
582554,Cancris auricula,11
712175,Syllis mercedesae,11
747456,Spirorbis (Spirorbis) cuneatus,11
820118,Typhlotanais pulcher,11
849860,Karrerotextularia flintii,11
880865,Chondrochelia dubia,11
880874,Chondrochelia savignyi,11
1039525,Recurvoides trochamminiformis,11
1318022,Kirkegaardia serrata,11
1346682,Carradoriella elongella,11
3,Plantae,10
148,Muricidae,10
172,Aplysiidae,10
187,Dotidae,10
190,Flabellinidae,10
983,Trichobranchidae,10
1365,Alcyonacea,10
2089,Chaetodermatidae,10
14635,Solenoidea,10
101055,Parazoanthus axinellae,10
101554,Iphimedia,10
101569,Ischyrocerus,10
101734,Dulichia,10
101796,Hyperia,10
101884,Ampelisca amblyops,10
102009,Sunamphitoe pelagica,10
102513,Anonyx lilljeborgi,10
102626,Nannonyx spinimanus,10
102789,Allomelita pellucida,10
103049,Laetmatophilus tuberculatus,10
106140,Verruca,10
106205,Acasta spongites,10
107010,Philocheras,10
110360,Amalosoma eddystonense,10
110468,Ceratocuma horridum,10
110497,Diastyloides serratus,10
110503,Leptostylis longimana,10
110509,Chalarostylis elegans,10
110569,Cumellopsis helgae,10
110731,Bugulidae,10
110784,Arachnidiidae,10
110904,Electra,10
111193,Callopora craticula,10
111514,Escharina alderi,10
111616,Pseudalcyonidium bobinae,10
111636,Nolella stipata,10
112078,Ammonia,10
113234,Parafissurina lateralis,10
115807,Boreopontia heipi,10
115821,Stenocaris minor,10
116041,Ectinosoma melaniceps,10
116695,Zosime major,10
116887,Kliopsyllus constrictus constrictus,10
117401,Calycella gracilis,10
117842,Protohydra leuckarti,10
118085,Coleoptera,10
118266,Paramunnidae,10
118340,Eurycope,10
118956,Lekanesphaera monodi,10
122860,Punnettia splendida,10
125781,Lepadogaster,10
126021,Labrus,10
128460,Philomedes (Philomedes) lilljeborgi,10
128503,Virgularia,10
129329,Pelagobia,10
129352,Maldane,10
129517,Questa,10
129685,Amaeana,10
129927,Chrysopetalum debile,10
129975,Protocirrineris chrysoderma,10
130016,Ophryotrocha longidentata,10
130056,Eunice floridana,10
130207,Heterospio longissima,10
130254,Ninoe armoricana,10
130586,Paraonides myriamae,10
131361,Proceraea aurantiaca,10
132558,Tethyspira spinosa,10
134638,Pantopipetta armoricana,10
135666,Artotrogus orbicularis,10
136382,Paranarthrura intermedia,10
136495,Cryptocopoides arcticus,10
136496,Mystriocentrus serratus,10
137553,Clitellio (Clitellio) arenarius,10
138591,Jujubinus,10
138621,Diplodonta,10
139085,Cerithiopsis tubercularis,10
139384,Taranis moerchii,10
139470,Tropidomya abbreviata,10
139640,Doto fragilis,10
139853,Melanella monterosatoi,10
140001,Cadulus artatus,10
140166,Jorunna tomentosa,10
140188,Propilidium exiguum,10
140407,Ocinebrina aciculata,10
140747,Philine catena,10
141022,Odostomia turrita,10
141203,Alvania lactea,10
141820,Margarites groenlandicus,10
141906,Callista chione,10
141997,Yoldiella frigida,10
142838,Cryptocelides loveni,10
144130,Pelvetia,10
144704,Spermothamnion strictum,10
145490,Erythrotrichia carnea,10
145603,Schmitzia hiscockiana,10
145704,Gracilaria multipartita,10
145804,Champia parvula,10
145892,Sphacelaria cirrosa,10
147735,Ochrolechia parella,10
150672,Pentapora foliacea,10
150874,Cricotopus,10
151717,Hydractinia carnea,10
151860,Coryne eximia,10
152292,Terebellomorpha,10
152894,Leptaxinus minutus,10
153375,Facelina auriculata,10
154920,Nicomachinae,10
158251,Metridium dianthus,10
177726,Siphonenteron bilineatum,10
181040,Pagodula echinata,10
247473,Chauliopleona armata,10
332670,Chaetozone corona,10
334693,Raphidrilus nemasoma,10
334812,Sosane wireni,10
349205,Beatricella aemula,10
352830,Leptomesochra tenuicornis,10
357058,Amphiascus parvulus,10
491654,Brachystomia carrozzai,10
497297,Chaetopteris plumosa,10
541014,Microgloma turnerae,10
558890,Pseudexogone dineti,10
637665,Vertebrata fruticulosa,10
729905,Wellsopsyllus (Scottopsyllus) minor,10
845991,Myrianida sanmartini,10
862778,Schizomavella (Calvetomavella) discoidea,10
886195,Calvadosia cruxmelitensis,10
986944,Terminoflustra barleei,10
1262334,Pleonexes helleri,10
1363,Scleractinia,9
100757,Hormathia,9
100773,Actinothoe,9
101095,Priapulus,9
101384,Haustoriidae,9
102877,Halicreion aequicornis,9
103031,Dulichia falcata,9
103196,Tiron spiniferus,9
103692,Synoicum pulmonaria,9
106476,Notodelphys,9
106964,Hemigrapsus,9
107011,Pontophilus,9
107677,Pasiphaea sivado,9
110358,Echiurus,9
110470,Brachydiastylis resima,9
110504,Leptostylis macrura,9
110521,Platysympus tricarinatus,9
110532,Eudorella parvula,9
110554,Campylaspis rostrata,9
110559,Campylaspis undata,9
110579,Platycuma sandersi,9
110605,Makrokylindrus (Adiastylis) tubulicauda,9
110610,Leucon (Crymoleucon) macrorhinus,9
110805,Annectocymidae,9
110809,Lichenoporidae,9
110834,Palmiskenea,9
111185,Ammatophora nodulosa,9
111317,Distansescharella seguenzai,9
111480,Escharella abyssicola,9
111614,Buskia nitens,9
112168,Epistominella,9
113186,Hanzawaia concentrica,9
113193,Favulina hexagona,9
113332,Eilohedra nipponica,9
113598,Nonionella auricula,9
113985,Hormosinella guttifera,9
114037,Cribrostomoides nitida,9
115621,Sicameira leptoderma,9
115723,Canuella perplexa,9
115812,Cylindropsyllus remanei,9
116637,Idyella pallidula,9
116648,Tachidiella minuta,9
117434,Merona cornucopiae,9
117554,Eudendrium rameum,9
117591,Halecium labrosum,9
118153,Halocladius varians,9
118669,Echinozone coronata,9
118935,Cymodoce tattersalli,9
120156,Paramysis (Longidentia) nouveli,9
122543,Lineus viridis,9
123111,Dendrochirotida,9
124419,Spatangus raschi,9
125519,Blenniidae,9
126152,Myoxocephalus,9
126518,Lepadogaster lepadogaster,9
126835,Cepola macrophthalma,9
127023,Scomber scombrus,9
127145,Lepidorhombus boscii,9
129128,Diplobrachia similis,9
129278,Eunice,9
129460,Sige,9
129604,Spinther,9
129715,Tomopteris,9
130510,Polyophthalmus pictus,9
130640,Eumida arctica,9
130958,Pseudofabricia aberrans,9
131126,Laonice appelloefi,9
131324,Myrianida pinnigera,9
131392,Sphaerosyllis pirifera,9
133133,Hymeraphia stellifera,9
133991,Stryphnus ponderosus,9
134307,Terpios fugax,9
134725,Anoplodactylus pygmaeus,9
136024,Onchnesoma,9
136039,Aspidosiphon (Akrikos) zinni,9
136080,Phascolosoma (Phascolosoma) granulatum,9
137073,Melanitta nigra,9
137541,Pirodrilus minutus,9
137885,Dendronotus,9
137906,Donax,9
138099,Lacuna,9
138247,Neolepton,9
138681,Aclis minor,9
140151,Tonicella marmorea,9
141707,Crimora papillata,9
141875,Turtonia minuta,9
143914,Laurencia,9
143937,Pseudendoclonium,9
144126,Cystoseira,9
144509,Antithamnion cruciatum,9
144517,Antithamnion villosum,9
144608,Polysiphonia atlantica,9
145049,Cladophora hutchinsiae,9
146627,Hyella,9
146937,Tellimya,9
154675,Lumpenus lampretaeformis,9
156257,Nebalia borealis,9
158960,Coryphaenoides rupestris,9
170786,Protosuberites epiphytum,9
249962,Asajirus indicus,9
330333,Paranaitis uschakovi,9
333453,Exogone dispar,9
349410,Bradya typica,9
389288,Hemigrapsus takanoi,9
393741,Mimachlamys varia nivea,9
416601,Zeuxo holdichi,9
430450,Cheirocratidae,9
489232,Cumella gracilima,9
491643,Arcopella balaustina,9
731048,Plumularioidea,9
1307770,Platytyphlops girardi,9
890,Capitellida,8
920,Acrocirridae,8
100694,Actinia,8
101442,Pseudoprotella,8
101800,Themisto,8
102404,Ericthonius fasciatus,8
102974,Harpinia propinqua,8
103658,Aplidium pallidum,8
103695,Adagnesia charcoti,8
107206,Neolithodes grimaldii,8
110506,Leptostylis villosa,8
110522,Platysympus typicus,8
110560,Campylaspis verrucosa,8
110571,Nannastacus brevicaudatus,8
110742,Cribrilinidae,8
110837,Bicellariella,8
110908,Eucratea,8
110920,Haplopoma,8
110979,Smittina,8
111129,Porella minuta,8
111492,Escharella octodentata,8
111554,Smittina crystallina,8
111622,Hypophorella expansa,8
111688,Bicrisia abyssicola,8
112284,Lenticulina,8
112603,Pyrgo williamsoni,8
112896,Gyroidina lamarckiana,8
113115,Pullenia subcarinata,8
113780,Amphicoryna scalaris,8
114982,Lohmannella falcata,8
115201,Parevansula,8
115278,Evansula,8
115333,Ectinosoma,8
115371,Heterolaophonte,8
115433,Porcellidium,8
115541,Filexilia brevipes,8
115776,Cletodes tenuipes,8
115811,Cylindropsyllus laevis,8
115938,Haloschizopera bulbifer,8
116042,Ectinosoma normani,8
116067,Halectinosoma curticorne,8
116074,Halectinosoma gothiceps,8
116289,Paralaophonte brevirostris,8
116370,Longipedia helgolandica,8
116412,Apodopsyllus spinipes,8
116634,Idyella exigua,8
116700,Zosime typica,8
116913,Zosime incrassata incrassata,8
117535,Eucheilota maculata,8
118283,Idoteidae,8
118619,Eurycope iphthima,8
118694,Ischnomesus bispinosus,8
119936,Lophogaster typicus,8
122303,Monostilifera,8
123280,Anseropoda,8
123338,Solaster,8
123904,Plutonaster bifrons,8
124339,Hygrosoma petersii,8
124343,Phormosoma placenta,8
124464,Leptosynapta galliennii,8
124694,Thyonidium drummondii,8
124853,Ophiocten gracilis,8
125741,Ciliata,8
126890,Gobius gasteveni,8
127123,Zoarces viviparus,8
128392,Robertsonites tuberculatus,8
129230,Mesochaetopterus,8
129309,Hesionides,8
129332,Augeneria,8
129366,Aglaophamus,8
129453,Paranaitis,8
129457,Pseudomystides,8
129530,Fabriciola,8
129711,Proclea,8
130209,Heterospio reducta,8
130985,Bathyvermilia langerhansi,8
131156,Prionospio ehlersi,8
131577,Trochochaeta watsoni,8
131906,Esperiopsis,8
134330,Timea stellata,8
135135,Caryophyllia (Caryophyllia) ambrosia,8
135181,Balanophyllia (Balanophyllia) regia,8
136232,Pseudoparatanais,8
136337,Neotanais peculiaris,8
136338,Neotanais sandersi,8
137137,Chlidonias niger,8
137165,Sterna paradisaea,8
137573,Tubificoides crenacoleus,8
137610,Rhabdopleura compacta,8
138095,Kellia,8
138120,Lepton,8
138123,Limapontia,8
138404,Eulimella,8
138648,Venus,8
138709,Aeolidia papillosa,8
139631,Doto coronata,8
139747,Iphitus tuberatus,8
140032,Goniodoris castanea,8
140630,Diaphorodoris luteocincta,8
141149,Rissoella opalina,8
141588,Tellina incarnata,8
141947,Lyonsiella abyssicola,8
142231,Notoplana,8
143883,Delesseria,8
143922,Pterosiphonia,8
144504,Anotrichium barbatum,8
145042,Cladophora dalmatica,8
145497,Erythrotrichia welwitschii,8
145721,Undaria pinnatifida,8
148687,Paratanaoidea,8
151541,Edwardsiella carnea,8
154776,Hippocampus guttulatus,8
154923,Amphicorina,8
156922,Tanytarsus,8
157723,Stenhelia gibba,8
171049,Trachycladus minax,8
175041,Phascolion (Montuga) pacificum,8
181554,Pisidium,8
182545,Styloptocuma erectum,8
184428,Ophlitaspongia papilla,8
231870,Eteone barbata,8
246913,Chauliopleona,8
327520,Eulalia anoculata,8
334198,Nereis splendida,8
369187,Streptosyllis nunezi,8
423508,Megamoera dentata,8
465551,Hydrobia acuta neglecta,8
533169,Neilonella pusio,8
596180,Spio arndti,8
715972,Lemna,8
815343,Calvadosia,8
820120,Typhlotanais mucronatus,8
852974,Erythrops serratus,8
1033423,Lamispina falcata,8
1046399,Fissurina (Fissurina) orbignyana,8
1340377,Leptosiphonia brodiei,8
158,Scaphandridae,7
202,Dentaliidae,7
251,Hiatellidae,7
892,Phyllodocida,7
941,Pholoidae,7
1109,Rhizocephala,7
1755,Pleurobranchidae,7
2019,Ptychoderidae,7
101427,Ingolfiellidae,7
101433,Pariambus,7
101738,Paradulichia,7
102096,Corophium multisetosum,7
102589,Ichnopus spinicornis,7
102606,Lysianassa costae,7
102630,Normanion quadrimanus,7
102649,Onisimus plautus,7
102980,Leptophoxus falcatus,7
103035,Dulichia tuberculata,7
103110,Hardametopa nasuta,7
103724,Phallusia mammillata,7
104057,Dallina septigera,7
104152,Calanus,7
107175,Munidopsis curvirostra,7
107563,Pontophilus norvegicus,7
107566,Sabinea sarsii,7
107613,Palaemon adspersus,7
107614,Palaemon elegans,7
110345,Echiurida,7
110461,Iphinoe tenella,7
110530,Eudorella intermedia,7
110585,Procampylaspis lutensis,7
110875,Celleporina,7
110916,Securiflustra,7
111128,Porella laevis,7
111199,Callopora rylandi,7
111228,Tegella unicornis,7
111256,Tricellaria ternata,7
111619,Metalcyonidium gautieri,7
112564,Miliolinella subrotunda,7
113206,Fissurina lucida,7
113211,Fissurina semimarginata,7
113759,Trifarina fluens,7
113888,Pelosina arborescens,7
115168,Paramesochridae,7
115188,Ameira,7
115306,Bulbamphiascus,7
115539,Filexilia attenuata,7
115603,Pseudameira perplexa,7
115615,Sarsameira parva,7
116217,Asellopsis intermedia,7
116375,Longipedia scotti,7
116636,Idyella major,7
117183,Leuckartiara,7
117876,Diphasia alata,7
118152,Halocladius variabilis,7
118227,Pleurocrypta microbranchiata,7
118918,Limnoria quadripunctata,7
120089,Mysidopsis gibbosa,7
120208,Siriella armata,7
122329,Tetrastemmatidae,7
123908,Psilaster andromeda,7
124854,Ophiocten hastatum,7
125190,Ophiura (Dictenophiura) carnea,7
125508,Argentinidae,7
126328,Synaphobranchus kaupii,7
126375,Belone belone,7
126510,Apletodon dentatus,7
126977,Chelon labrosus,7
127383,Nerophis lumbriciformis,7
127718,Philomedes brenda,7
128552,Phoronis psammophila,7
129196,Laetmonice,7
129310,Hesiospina,7
129320,Syllidia,7
129452,Notophyllum,7
129462,Ancistrosyllis,7
129546,Pseudofabricia,7
129611,Dipolydora,7
129846,Laetmonice producta,7
129969,Dodecaceria fimbriata,7
